id,Goods
413,其他蔬菜
413,购物袋
413,热带水果
414,火腿
414,汉堡肉
414,报纸
414,香肠
414,苏打
414,柔软剂
414,全脂牛奶
415,本地蛋类
415,餐巾
415,面包卷
415,特制门锁
416,柑橘类水果
416,凝乳
416,卫生用品
416,其他蔬菜
416,猪肉
416,根茎类蔬菜
416,热带水果
417,咖啡
417,冷冻蔬菜
417,水果/蔬菜汁
417,咸点心
417,苏打
417,特色奶酪
418,柑橘类水果
418,水果/蔬菜汁
418,仁果类水果
418,猪肉
418,起泡酒
418,酸奶
419,牛肉
419,莓果
419,本地蛋类
419,面包卷
419,酸奶油
420,其他蔬菜
420,宠物护理用品
421,口香糖
421,鸡
421,碗碟
421,面包卷
421,切片奶酪
421,酸奶
422,口香糖
422,苏打
423,全脂牛奶
424,面包卷
425,瓶装啤酒
426,瓶装水
426,男性化妆品
426,糕点
426,根茎类蔬菜
427,糕点
428,莓果
428,风味蛋糕
428,宠物护理用品
428,购物袋
429,瓶装水
429,罐头蔬菜
429,柑橘类水果
429,根茎类蔬菜
429,苏打
429,柔软剂
429,热带水果
429,酸奶
430,罐装水果
430,水果/蔬菜汁
430,油
430,全脂牛奶
431,其他饮料
431,苏打
432,瓶装水
432,苏打
433,其他蔬菜
433,面包卷
433,热带水果
434,咸点心
435,瓶装水
435,罐装啤酒
436,巧克力
437,柑橘类水果
437,奶油乳酪
437,冷冻蔬菜
437,超高温杀菌的牛奶
438,瓶装水
438,罐装啤酒
438,男性化妆品
439,瓶装水
439,餐巾
439,洋葱
439,其他蔬菜
439,糕点
439,苏打
440,猫食
440,甜点
440,油
440,苏打
441,牛肉
441,咖啡
441,牙齿保健用品
441,冷冻土豆制品
441,卫生用品
441,人造黄油
441,报纸
441,油
441,其他蔬菜
441,面包卷
441,全脂牛奶
442,瓶装啤酒
442,瓶装水
442,白兰地
442,罐装啤酒
442,其他饮料
442,面包卷
442,面包干
443,牛肉
443,速溶咖啡
443,洋葱
443,其他蔬菜
443,根茎类蔬菜
443,苏打
443,热带水果
444,苏打
445,咖啡
445,卫生用品
446,瓶装水
446,黑面包
446,面包卷
447,牛肉
447,冷冻蔬菜
447,汉堡肉
447,人造黄油
447,其他蔬菜
447,猪肉
447,面包卷
447,购物袋
447,全脂牛奶
448,罐装啤酒
448,卫生用品
448,开胃酒
448,餐巾
448,报纸
448,苏打
449,火腿
449,冰淇淋
449,其他蔬菜
449,香肠
449,白面包
450,牛肉
450,其他蔬菜
450,面包卷
450,根茎类蔬菜
450,糖
451,瓶装啤酒
451,瓶装水
451,黄油
451,全脂牛奶
452,保管产品
452,卫生用品
452,冰淇淋
452,猪肉
453,莓果
453,水果/蔬菜汁
453,冰淇淋
453,包装水果/蔬菜
453,咸点心
453,特制门锁
453,全脂牛奶
454,凝乳
454,冷冻蔬菜
454,其他蔬菜
454,卷装制品
454,面包卷
454,香肠
454,酸奶油
454,酸奶
455,瓶装水
455,保鲜膜/袋
455,其他饮料
456,瓶装水
456,冷冻甜点
456,硬奶酪
456,其他蔬菜
456,包装水果/蔬菜
456,白饭
456,热带水果
456,全脂牛奶
457,瓶装水
457,香草
458,面包卷
458,酸奶
459,即食食品
460,特色巧克力
461,咖啡
462,瓶装啤酒
462,烈酒
463,牛肉
463,根茎类蔬菜
464,蜜糖
464,威化饼
464,全脂牛奶
465,冷冻热狗肠
465,糕点
465,面包卷
465,小吃类食品
465,特制门锁
466,凝乳
466,冷冻热狗肠
466,冷冻蔬菜
466,卫生用品
466,干面包
466,相片/膜
466,面包卷
466,根茎类蔬菜
466,香肠
466,半成品面包
467,奶油乳酪
467,其他蔬菜
467,全脂牛奶
468,冷冻热狗肠
468,腌菜
468,根茎类蔬菜
468,季节性商品
468,苏打
469,报纸
469,面包卷
469,全脂牛奶
470,牙齿保健用品
470,冷冻热狗肠
470,人造黄油
471,其他蔬菜
471,咸点心
472,瓶装水
472,购物袋
473,黄油
473,卫生用品
473,洋葱
473,糕点
473,猪肉
473,面包卷
473,朗姆酒
473,全脂牛奶
474,瓶装水
475,本地蛋类
475,其他蔬菜
475,特色奶酪
475,酸奶油
476,罐装啤酒
476,凝乳
476,汉堡肉
476,意大利面
476,全脂牛奶
477,柑橘类水果
477,汉堡肉
477,其他蔬菜
478,购物袋
479,奶油乳酪
479,水果/蔬菜汁
479,苏打
479,全脂牛奶
480,冰淇淋
481,瓶装水
481,糕点
482,婴儿化妆品
482,酪
482,巧克力
482,咖啡
482,奶油乳酪
482,凝乳
482,甜点
482,火腿
482,长面包
482,仁果类水果
482,切片奶酪
482,酸奶油
482,白面包
482,全脂牛奶
483,冷冻热狗肠
483,苏打
484,牛肉
484,本地蛋类
484,面粉
484,其他饮料
484,餐巾
484,有机蔬菜
484,白饭
484,面包卷
484,根茎类蔬菜
484,香肠
484,火鸡
485,瓶装啤酒
486,瓶装啤酒
486,瓶装水
486,餐巾
487,瓶装水
487,冷冻餐饭
487,硬奶酪
487,一般肉类
487,其他蔬菜
487,苏打
488,糖果
488,甜点
489,瓶装水
489,其他蔬菜
489,包装水果/蔬菜
489,超高温杀菌的牛奶
490,一般饮料
490,面包卷
490,苏打
491,罐头鱼
491,火腿
491,芥末
492,特制门锁
493,黑面包
493,咸点心
493,购物袋
493,苏打
494,咖啡
494,奶油乳酪
494,全脂牛奶
495,糕点
495,粉红葡萄酒
495,面包卷
496,瓶装啤酒
496,坚果小吃
497,瓶装啤酒
497,宠物护理用品
498,柑橘类水果
498,其他蔬菜
498,苏打
499,冷冻蔬菜
499,卫生用品
499,其他蔬菜
499,猪肉
500,其他蔬菜
500,购物袋
501,一般清洁剂
501,白酒
502,瓶装水
502,甜点
502,全脂牛奶
503,仁果类水果
503,购物袋
503,白酒
504,瓶装啤酒
504,苏打
504,糖
505,糖果
505,咖啡
505,水果/蔬菜汁
505,仁果类水果
505,面包卷
505,热带水果
506,瓶装啤酒
506,瓶装水
506,奶油乳酪
506,冷冻甜点
506,水果/蔬菜汁
506,其他饮料
506,根茎类蔬菜
506,苏打
506,水果奶油涂抹酱
506,白面包
507,其他饮料
507,苏打
508,凝乳
508,全脂牛奶
509,瓶装水
509,男性化妆品
509,其他蔬菜
509,热带水果
509,酸奶
510,黑面包
510,白面包
511,黑面包
511,卫生用品
511,糖
512,瓶装水
512,糖果
512,咖啡
512,保管产品
512,粉红葡萄酒
512,根茎类蔬菜
512,购物袋
512,热带水果
513,本地蛋类
514,咖啡
514,一般清洁剂
514,卫生用品
514,相片/膜
515,苏打
516,全脂牛奶
517,瓶装啤酒
518,牛肉
518,莓果
518,猫食
518,巧克力
518,咖啡
518,厨房清洁剂
518,冷冻鱼
518,冷冻土豆制品
518,蛋黄酱
518,芥末
518,餐巾
518,报纸
518,油
518,包装水果/蔬菜
518,猪肉
518,苏打
518,全脂牛奶
519,其他蔬菜
519,酸奶
520,瓶装水
520,碗碟
520,酸奶
521,起泡酒
522,瓶装水
522,糖果
523,莓果
523,酪
523,柑橘类水果
523,水果/蔬菜汁
523,卫生用品
523,其他蔬菜
523,糖
524,汉堡肉
524,其他蔬菜
524,面包卷
524,根茎类蔬菜
524,全脂牛奶
525,包装水果/蔬菜
525,季节性商品
526,人造黄油
526,其他蔬菜
527,苏打
528,瓶装水
528,冷冻土豆制品
528,水果/蔬菜汁
528,人造黄油
528,咸点心
528,全脂牛奶
528,酸奶
529,香草
529,酸奶
530,柑橘类水果
530,面包卷
530,苏打
530,水果奶油涂抹酱
531,其他饮料
532,女性卫生用品
533,苏打
534,一般饮料
534,意大利面
534,购物袋
534,热带水果
534,白面包
534,全脂牛奶
535,女性卫生用品
535,苏打
536,瓶装水
536,苏打
536,威化饼
536,白面包
537,口香糖
537,巧克力棉花糖
537,咖啡
538,发酵粉
538,巧克力棉花糖
538,咖啡
538,冷冻蔬菜
538,蜜糖
538,粉红葡萄酒
538,根茎类蔬菜
538,热带水果
538,全脂牛奶
539,酪
539,仁果类水果
539,猪肉
539,全脂牛奶
540,瓶装水
540,柑橘类水果
541,冷冻热狗肠
542,冷冻热狗肠
542,面包卷
543,凝乳
543,本地蛋类
543,冷冻热狗肠
543,硬奶酪
543,卫生用品
543,餐巾
543,仁果类水果
543,面包卷
543,购物袋
543,热带水果
543,超高温杀菌的牛奶
544,其他蔬菜
545,水果/蔬菜汁
545,报纸
545,酸奶
546,瓶装水
546,黑面包
546,谷物
546,香肠
546,苏打
546,全脂牛奶
546,酸奶
547,全脂牛奶
548,瓶装水
548,凝乳
548,糕点
548,仁果类水果
548,全脂牛奶
549,全脂牛奶
550,其他蔬菜
550,根茎类蔬菜
551,水果/蔬菜汁
551,洋葱
552,特色巧克力
553,本地蛋类
553,汉堡肉
554,相片/膜
555,报纸
555,面包卷
555,小吃类食品
555,苏打
556,罐装啤酒
557,罐装啤酒
558,瓶装啤酒
558,蜡烛
558,凝乳
558,冷冻餐饭
558,冷冻土豆制品
558,厨房毛巾
558,其他蔬菜
558,苏打
559,罐装啤酒
560,凝乳
560,面包卷
560,香辛料
560,酸奶油
560,面包干
561,黄油
561,水果/蔬菜汁
561,报纸
562,瓶装水
562,本地蛋类
562,其他蔬菜
562,苏打
562,全脂牛奶
562,酸奶
563,全脂牛奶
564,牛肉
564,凝乳
564,香草
564,切片奶酪
564,热带水果
564,酸奶油
564,全脂牛奶
564,酸奶
565,面包卷
565,香肠
566,苏打
567,水果/蔬菜汁
567,长面包
568,咖啡
568,一般清洁剂
568,长面包
568,面包卷
568,购物袋
569,瓶装水
569,糖果
569,仁果类水果
569,全脂牛奶
570,瓶装啤酒
570,口香糖
570,冷冻蔬菜
570,开胃酒
570,餐巾
570,报纸
571,一般饮料
572,本地蛋类
572,汉堡肉
572,卫生用品
572,人造黄油
572,油
572,其他蔬菜
572,卷装制品
572,根茎类蔬菜
573,水果/蔬菜汁
573,其他蔬菜
573,根茎类蔬菜
573,白酒
573,全脂牛奶
573,酸奶
574,罐装啤酒
575,瓶装啤酒
575,冷冻蔬菜
576,罐装啤酒
577,报纸
578,面包卷
579,汉堡肉
579,咸点心
579,超高温杀菌的牛奶
580,凝乳
580,仁果类水果
580,朗姆酒
580,全脂牛奶
581,罐装啤酒
582,本地蛋类
582,冷冻蔬菜
582,葡萄
582,根茎类蔬菜
582,白酒
583,黄油
583,包装水果/蔬菜
583,面包卷
583,根茎类蔬菜
583,酸奶油
584,罐装啤酒
584,柑橘类水果
584,冷冻蔬菜
584,面包卷
584,咸点心
585,保鲜膜/袋
585,盆栽
586,发酵粉
586,瓶装啤酒
586,冷冻热狗肠
586,人造黄油
586,面包卷
586,全脂牛奶
587,粉红葡萄酒
587,全脂牛奶
588,发酵粉
588,谷物
588,凝乳
588,本地蛋类
588,冷冻甜点
588,冷冻餐饭
588,水果/蔬菜汁
588,硬奶酪
588,猪肉
588,肥皂
588,热带水果
588,全脂牛奶
588,酸奶
589,鸡
589,糕点
590,厨房清洁剂
590,碗碟
590,香肠
591,特制门锁
592,糕点
592,特制门锁
592,酸奶油
593,黑面包
593,根茎类蔬菜
594,面包卷
594,苏打
595,瓶装啤酒
595,其他蔬菜
595,粉红葡萄酒
596,莓果
596,瓶装水
596,黄油
596,柑橘类水果
596,卫生用品
596,餐巾
596,其他蔬菜
596,根茎类蔬菜
596,医用酒精
596,热带水果
596,全脂牛奶
597,黑面包
597,糕点
597,融化奶酪
597,苏打
597,全脂牛奶
598,糖果
598,冷冻热狗肠
598,糕点
598,面包卷
598,根茎类蔬菜
598,香肠
598,热带水果
598,全脂牛奶
598,酸奶
599,咖啡
599,长面包
600,火腿
600,面包卷
600,白酒
601,罐装啤酒
602,罐装啤酒
603,罐装啤酒
604,罐头鱼
604,仁果类水果
604,全脂牛奶
605,瓶装水
605,凝乳
605,其他蔬菜
605,仁果类水果
605,猪肉
605,苏打
605,糖
605,白面包
605,全脂牛奶
606,肥皂
607,瓶装水
607,黄油
607,冷冻餐饭
607,意大利面
607,仁果类水果
608,牛肉
608,柑橘类水果
608,汉堡肉
608,芥末
608,肥皂
608,全脂牛奶
609,瓶装啤酒
609,巧克力
609,一般肉类
609,报纸
609,其他蔬菜
609,面包卷
609,香肠
609,苏打
609,全脂牛奶
609,酸奶
610,冷冻鸡肉
611,苏打
612,瓶装啤酒
612,瓶装水
612,黑面包
612,凝乳
612,面包卷
612,季节性商品
612,热带水果
612,酸奶
613,其他蔬菜
614,牛肉
614,柑橘类水果
614,凝乳
614,一般清洁剂
614,人造黄油
614,报纸
614,油
614,面包卷
614,特制门锁
615,牛肉
615,柑橘类水果
615,一般肉类
615,其他蔬菜
615,腌菜
615,猪肉
615,根茎类蔬菜
615,全脂牛奶
616,黄油
616,汉堡肉
616,一般肉类
616,报纸
616,包装水果/蔬菜
616,根茎类蔬菜
616,全脂牛奶
617,瓶装水
617,长面包
617,报纸
617,粉红葡萄酒
617,苏打
618,面包卷
619,罐装啤酒
619,糕点
620,糕点
620,猪肉
620,酱油
620,全脂牛奶
621,电灯泡
621,报纸
621,糕点
621,仁果类水果
621,切片奶酪
621,白酒
622,牛肉
622,瓶装水
622,柑橘类水果
622,冷冻蔬菜
622,面包卷
622,皮肤护理用品
622,热带水果
622,超高温杀菌的牛奶
622,酸奶
623,牛肉
623,莓果
623,黑面包
623,柑橘类水果
623,咖啡
623,厨房毛巾
623,糖
624,面包卷
624,香辛料
625,黄油
625,罐头蔬菜
625,柑橘类水果
625,凝乳
625,冷冻蔬菜
625,香草
625,其他饮料
625,热带水果
625,酸奶油
625,全脂牛奶
626,牛肉
626,咖啡
626,面粉
626,冷冻甜点
626,香草
626,一般肉类
626,油
626,盆栽
626,面包卷
626,半成品面包
626,全脂牛奶
627,一般饮料
627,瓶装水
627,糕点
628,牛肉
628,柑橘类水果
628,其他蔬菜
628,面包卷
629,发胶
629,火腿
629,人造黄油
629,白面包
629,全脂牛奶
630,瓶装啤酒
630,罐头鱼
630,咖啡
630,汉堡肉
630,卫生用品
630,即食食品
630,番茄酱
630,报纸
630,油
630,汤类
630,全脂牛奶
631,牛肉
631,瓶装水
631,酪
631,柑橘类水果
631,水果/蔬菜汁
631,人造黄油
631,其他蔬菜
631,融化奶酪
631,面包卷
631,切片奶酪
632,牛肉
632,柑橘类水果
632,本地蛋类
632,水果/蔬菜汁
632,糕点
632,卷装制品
632,面包卷
632,茶
632,全脂牛奶
633,一般清洁剂
633,根茎类蔬菜
633,全脂牛奶
634,糖果
634,柑橘类水果
634,保鲜膜/袋
634,冷冻蔬菜
634,水果/蔬菜汁
634,葡萄
634,烈酒
634,开胃酒
634,其他蔬菜
634,腌菜
634,朗姆酒
634,热带水果
635,瓶装水
635,酸奶
636,黑面包
636,罐头鱼
636,长面包
636,其他蔬菜
636,根茎类蔬菜
636,热带水果
636,酸奶油
637,冷冻热狗肠
637,报纸
637,根茎类蔬菜
638,腐蚀性清洁剂
638,牛肉
638,黑面包
638,其他蔬菜
638,糕点
638,咸点心
638,购物袋
638,全脂牛奶
639,购物袋
640,罐装啤酒
641,罐装啤酒
641,面包卷
642,瓶装水
642,糖果
642,巧克力
642,肉泥
642,其他饮料
642,其他蔬菜
642,面包卷
642,苏打
642,威化饼
643,瓶装水
643,汉堡肉
643,其他蔬菜
643,面包卷
643,酸奶
644,瓶装水
644,罐头鱼
644,柑橘类水果
644,水果/蔬菜汁
644,汉堡肉
644,即食食品
644,餐巾
644,面包卷
644,根茎类蔬菜
644,苏打
645,口香糖
645,本地蛋类
645,冷冻热狗肠
645,香肠
645,购物袋
645,苏打
646,瓶装啤酒
647,本地蛋类
647,糕点
647,面包卷
647,热带水果
648,苏打
649,罐装啤酒
649,冷冻热狗肠
649,洋葱
649,其他蔬菜
649,根茎类蔬菜
649,白面包
650,罐装啤酒
650,鸡
650,保鲜膜/袋
650,厨房清洁剂
650,汉堡肉
650,香草
650,餐巾
650,苏打
650,汤类
650,酸奶油
651,咖啡
651,苏打
652,全脂牛奶
653,人造黄油
654,其他蔬菜
654,热带水果
655,一般肉类
655,其他蔬菜
656,瓶装水
656,罐装啤酒
656,奶油乳酪
657,报纸
658,报纸
658,糕点
658,面包卷
659,柑橘类水果
659,凝乳
659,水果/蔬菜汁
659,长面包
659,其他蔬菜
659,马铃薯产品
659,全脂牛奶
659,酸奶
660,一般清洁剂
660,面包卷
660,全脂牛奶
661,酪
661,柑橘类水果
661,女性卫生用品
661,冷冻热狗肠
661,面包卷
661,购物袋
661,超高温杀菌的牛奶
662,黄油
662,火腿
662,其他蔬菜
662,苏打
662,糖
662,酸奶油
663,瓶装啤酒
663,柑橘类水果
663,冷冻热狗肠
663,咸点心
664,咖啡
664,凝乳
664,本地蛋类
664,洋葱
664,香肠
664,酸奶
665,本地蛋类
666,本地蛋类
666,面包卷
666,苏打
666,全脂牛奶
667,瓶装啤酒
667,报纸
667,面包卷
668,巧克力棉花糖
668,硬奶酪
668,全脂牛奶
669,其他蔬菜
669,面包卷
669,根茎类蔬菜
669,香肠
669,苏打
670,一般饮料
670,酪
670,凝乳
670,酸奶
671,瓶装水
672,牛肉
673,巧克力棉花糖
673,咖啡
673,冷冻热狗肠
673,汉堡肉
673,芥末
673,报纸
673,马铃薯产品
673,面包卷
673,肥皂
673,威化饼
673,全脂牛奶
674,黄油
674,鸡
674,报纸
675,蜡烛
675,咖啡
675,一般肉类
675,糕点
675,仁果类水果
675,盆栽
675,香肠
675,糖
675,热带水果
676,一般饮料
676,猪肉
676,酸奶油
676,全脂牛奶
677,咖啡
677,糕点
677,酸奶
678,猫食
678,一般清洁剂
678,碗碟
678,人造黄油
678,购物袋
678,切片奶酪
678,全脂牛奶
679,冷冻热狗肠
679,水果/蔬菜汁
679,火腿
679,餐巾
679,糕点
679,面包卷
679,苏打
679,糖
679,醋
679,全脂牛奶
679,酸奶
680,牛肉
680,黑面包
680,报纸
680,特色巧克力
680,全脂牛奶
681,酪
681,奶油乳酪
681,其他蔬菜
681,仁果类水果
681,面包卷
682,巧克力
682,咖啡
682,面包卷
682,香肠
682,全脂牛奶
683,咖啡
683,糕点
684,牛肉
684,鸡
684,特色巧克力
685,巧克力
685,冷冻甜点
685,冷冻鱼
685,冷冻蔬菜
685,其他蔬菜
685,根茎类蔬菜
685,切片奶酪
685,全脂牛奶
686,冷冻餐饭
686,面包卷
686,全脂牛奶
687,一般清洁剂
688,罐头鱼
688,面包卷
689,保管产品
690,清洁工具
690,果酱
690,盐
690,起泡酒
690,酸奶
691,凝乳
691,面包卷
691,切片奶酪
691,苏打
691,热带水果
692,热带水果
693,甜味剂
693,凝乳
693,牙齿保健用品
693,超高温杀菌的牛奶
694,牛肉
694,莓果
694,洋葱
694,面包卷
695,瓶装水
695,黑面包
695,人造黄油
695,餐巾
695,报纸
695,意大利面
695,全脂牛奶
696,瓶装水
696,罐装啤酒
696,猪肉
696,苏打
696,超高温杀菌的牛奶
697,清洁工具
697,凝乳
697,凝乳酪
697,卫生用品
697,人造黄油
697,其他蔬菜
697,酸奶
698,罐装啤酒
698,水果/蔬菜汁
698,长面包
698,面包卷
698,购物袋
698,苏打
698,白酒
699,冷冻热狗肠
699,仁果类水果
699,卷装制品
699,面包卷
699,全脂牛奶
700,卫生用品
700,报纸
700,购物袋
700,酸奶
701,猫食
701,咖啡
701,凝乳
701,切片奶酪
701,全脂牛奶
702,瓶装水
702,糖果
703,牛肉
703,黄油
703,冷冻热狗肠
704,面包卷
704,购物袋
704,小吃类食品
704,苏打
705,瓶装水
705,卫生用品
705,糕点
705,全脂牛奶
706,面包卷
707,黑面包
707,鸡
707,洋葱
707,其他蔬菜
707,粉红葡萄酒
707,白酒
707,全脂牛奶
708,黄油
708,碗碟
708,洋葱
708,热带水果
708,全脂牛奶
709,黑面包
709,卫生用品
709,油
709,其他蔬菜
709,香肠
709,购物袋
709,火鸡
709,酸奶
710,糖果
710,凝乳
710,硬奶酪
710,报纸
710,其他蔬菜
710,香肠
710,苏打
710,全脂牛奶
711,柑橘类水果
711,冷冻热狗肠
711,速溶咖啡
711,人造黄油
711,糕点
711,即食汤
711,购物袋
712,脱钙液
712,冷冻甜点
712,水果/蔬菜汁
712,报纸
712,超高温杀菌的牛奶
713,报纸
713,面包卷
714,罐装啤酒
715,特制门锁
715,酸奶
716,特制门锁
716,酸奶油
717,罐装啤酒
717,面包卷
718,面包卷
719,一般饮料
719,面包卷
720,面包卷
721,面包卷
721,购物袋
722,瓶装啤酒
723,瓶装水
723,柑橘类水果
723,凝乳
723,油
723,面包卷
723,切片奶酪
723,酸奶
724,瓶装水
724,苏打
725,糕点
726,蜡烛
726,咖啡
726,本地蛋类
726,糕点
726,面包卷
727,牛肉
727,人造黄油
727,仁果类水果
727,面包卷
727,根茎类蔬菜
728,瓶装水
728,报纸
728,面包卷
728,水果奶油涂抹酱
729,面包卷
729,苏打
729,水果奶油涂抹酱
729,热带水果
730,蜡烛
730,罐装啤酒
730,包装水果/蔬菜
731,瓶装啤酒
731,餐巾
731,咸点心
731,白酒
731,全脂牛奶
731,酸奶
732,牛肉
732,黄油
732,本地蛋类
732,一般肉类
732,其他蔬菜
732,面包卷
732,全脂牛奶
733,瓶装啤酒
733,一般清洁剂
733,碗碟
733,开胃酒
733,洋葱
733,全脂牛奶
734,瓶装水
734,黑面包
734,酪
734,冷冻热狗肠
734,葡萄
734,人造黄油
734,有机蔬菜
734,其他蔬菜
734,苏打
734,超高温杀菌的牛奶
735,牛肉
735,瓶装啤酒
735,面包卷
736,牛肉
737,瓶装啤酒
737,开胃酒
737,香肠
738,鸡
738,香草
738,卫生用品
738,洋葱
739,罐装啤酒
740,瓶装啤酒
740,其他蔬菜
740,根茎类蔬菜
740,香肠
740,季节性商品
740,全脂牛奶
741,凝乳
741,热带水果
741,酸奶油
741,全脂牛奶
741,酸奶
742,腐蚀性清洁剂
742,花卉种子
742,冷冻热狗肠
742,报纸
742,面包卷
742,苏打
743,香肠
743,半成品面包
743,热带水果
744,牛肉
744,根茎类蔬菜
744,热带水果
744,酸奶
745,面粉
745,糕点
745,朗姆酒
745,热带水果
746,酸奶
747,冷冻热狗肠
747,芥末
747,面包卷
748,瓶装啤酒
749,葡萄
749,苏打
750,一般饮料
750,面包卷
751,瓶装啤酒
751,凝乳
751,盆栽
752,花卉种子
752,冰淇淋
752,糖
753,罐装啤酒
753,面包卷
753,香肠
753,购物袋
753,苏打
754,其他蔬菜
755,一般饮料
755,瓶装水
755,甜点
756,脱钙液
757,罐装啤酒
758,咖啡
759,莓果
759,其他蔬菜
759,酸奶油
759,全脂牛奶
760,瓶装啤酒
760,报纸
760,猪肉
760,面包卷
760,半成品面包
760,热带水果
761,发酵粉
761,酪
761,鸡
761,柑橘类水果
761,奶油乳酪
761,本地蛋类
761,冷冻热狗肠
761,冷冻甜点
761,其他蔬菜
761,猪肉
761,面包卷
761,糖
761,酸奶油
761,全脂牛奶
762,牛肉
762,瓶装啤酒
762,瓶装水
762,本地蛋类
762,卫生用品
762,猪肉
762,全脂牛奶
763,瓶装水
763,猫食
763,柑橘类水果
763,冷冻热狗肠
763,洋葱
763,其他蔬菜
763,包装水果/蔬菜
763,猪肉
763,根茎类蔬菜
764,白兰地
764,冷冻甜点
765,鸡
765,炼乳
765,冷冻蔬菜
765,水果/蔬菜汁
765,其他蔬菜
765,包装水果/蔬菜
766,油
766,醋
767,面包卷
767,苏打
767,特制门锁
768,全脂牛奶
769,猪肉
769,根茎类蔬菜
769,酸奶油
769,全脂牛奶
770,报纸
770,面包卷
771,碗碟
771,葡萄
771,即食食品
771,其他蔬菜
771,面包干
772,发酵粉
772,柑橘类水果
772,奶油乳酪
772,冷冻热狗肠
772,餐巾
772,面包卷
772,季节性商品
772,酸奶油
773,瓶装啤酒
773,成品
773,冷冻蔬菜
773,冰淇淋
773,包装水果/蔬菜
773,根茎类蔬菜
773,苏打
773,特色奶酪
773,酸奶
774,面粉
774,洋葱
774,其他蔬菜
775,面包卷
775,热带水果
775,全脂牛奶
776,巧克力
776,巧克力棉花糖
776,奶油乳酪
776,其他蔬菜
776,茶
777,牛肉
777,火腿
777,其他蔬菜
777,盆栽
777,火鸡
777,全脂牛奶
778,瓶装啤酒
778,人造黄油
778,其他蔬菜
778,全脂牛奶
779,凝乳
780,牛肉
780,其他蔬菜
780,香肠
781,罐装啤酒
781,口香糖
781,开胃酒
782,莓果
782,风味蛋糕
782,糖果
782,鸡
782,柑橘类水果
782,凝乳
782,冷冻蔬菜
782,火腿
782,开胃酒
782,人造黄油
782,洋葱
782,面包卷
782,季节性商品
782,皮肤护理用品
782,苏打
782,全脂牛奶
782,酸奶
783,瓶装水
783,甜点
783,长面包
783,人造黄油
783,包装水果/蔬菜
783,超高温杀菌的牛奶
783,全脂牛奶
783,酸奶
784,一般肉类
784,面包卷
784,苏打
784,特制门锁
785,甜点
785,全脂牛奶
786,罐装啤酒
787,鸡
787,咖啡
787,保管产品
787,长面包
787,面包卷
787,超高温杀菌的牛奶
788,报纸
788,粉红葡萄酒
788,面包卷
789,瓶装水
789,宠物护理用品
790,其他蔬菜
790,根茎类蔬菜
790,购物袋
790,苏打
791,糕点
792,瓶装水
792,黑面包
792,本地蛋类
792,花卉种子
792,冷冻热狗肠
792,汉堡肉
792,人造黄油
792,面包卷
792,全脂牛奶
793,鸡
793,葡萄
793,蛋黄酱
793,酸奶油
793,全脂牛奶
794,冷冻甜点
794,半成品面包
795,瓶装水
795,糖果
795,罐装水果
795,柑橘类水果
795,女性卫生用品
795,葡萄
795,人造黄油
795,其他饮料
795,面包卷
795,购物袋
795,苏打
795,热带水果
795,酸奶
